test_id,is_female
474,0.921884614
475,0.921884614
476,0.921884614
477,0.278270393
478,0.921884614
479,0.688741655
480,0.803573889
481,0.921884614
482,0.067417856
483,0.803573889
484,0.067417856
485,0.067417856
486,0.921884614
487,0.921884614
488,0.921884614
489,0.921884614
490,0.921884614
491,0.803573889
492,0.921884614
493,0.864560146
494,0.921884614
495,0.803573889
496,0.921884614
497,0.921884614
498,0.921884614
499,0.921884614
500,0.688741655
501,0.688741655
502,0.688741655
503,0.921884614
504,0.921884614
505,0.067417856
506,0.278270393
507,0.921884614
508,0.921884614
509,0.803573889
510,0.921884614
511,0.067417856
512,0.067417856
513,0.921884614
514,0.172559214
515,0.921884614
516,0.921884614
517,0.688741655
518,0.921884614
519,0.688741655
520,0.803573889
521,0.067417856
522,0.921884614
523,0.067417856
524,0.921884614
525,0.067417856
526,0.688741655
527,0.921884614
528,0.067417856
529,0.278270393
530,0.278270393
531,0.921884614
532,0.278270393
533,0.117895955
534,0.278270393
535,0.067417856
536,0.117895955
537,0.921884614
538,0.921884614
539,0.067417856
540,0.688741655
541,0.864560146
542,0.921884614
543,0.278270393
544,0.067417856
545,0.688741655
546,0.921884614
547,0.067417856
548,0.067417856
549,0.921884614
550,0.921884614
551,0.067417856
552,0.117895955
553,0.803573889
554,0.067417856
555,0.921884614
556,0.921884614
557,0.921884614
558,0.067417856
559,0.067417856
560,0.803573889
561,0.067417856
562,0.921884614
563,0.921884614
564,0.921884614
565,0.067417856
566,0.067417856
567,0.921884614
568,0.921884614
569,0.803573889
570,0.803573889
571,0.067417856
572,0.921884614
573,0.803573889
574,0.921884614
575,0.803573889
576,0.921884614
577,0.921884614
578,0.688741655
579,0.921884614
580,0.688741655
581,0.921884614
582,0.067417856
583,0.688741655
584,0.688741655
585,0.688741655
586,0.921884614
587,0.067417856
588,0.117895955
589,0.278270393
590,0.921884614
591,0.278270393
592,0.688741655
593,0.067417856
594,0.172559214
595,0.921884614
596,0.067417856
597,0.921884614
598,0.921884614
599,0.067417856
600,0.067417856
601,0.278270393
602,0.688741655
603,0.172559214
604,0.688741655
605,0.117895955
606,0.688741655
607,0.921884614
608,0.067417856
609,0.864560146
610,0.803573889
611,0.067417856
612,0.803573889
613,0.278270393
614,0.067417856
615,0.067417856
616,0.921884614
617,0.921884614
618,0.803573889
619,0.688741655
620,0.921884614
621,0.921884614
622,0.688741655
623,0.067417856
624,0.067417856
625,0.803573889
626,0.067417856
627,0.278270393
628,0.067417856
629,0.803573889
630,0.688741655
631,0.921884614
632,0.921884614
633,0.067417856
634,0.067417856
635,0.921884614
636,0.921884614
637,0.067417856
638,0.117895955
639,0.921884614
640,0.688741655
641,0.921884614
642,0.688741655
643,0.278270393
644,0.921884614
645,0.278270393
646,0.067417856
647,0.921884614
648,0.117895955
649,0.117895955
650,0.921884614
651,0.278270393
652,0.921884614
653,0.067417856
654,0.067417856
655,0.117895955
656,0.688741655
657,0.921884614
658,0.921884614
659,0.067417856
660,0.921884614
661,0.067417856
662,0.067417856
663,0.067417856
664,0.067417856
665,0.921884614
666,0.278270393
667,0.921884614
668,0.117895955
669,0.921884614
670,0.067417856
671,0.278270393
672,0.921884614
673,0.803573889
674,0.803573889
675,0.921884614
676,0.067417856
677,0.921884614
678,0.864560146
679,0.921884614
680,0.688741655
681,0.921884614
682,0.921884614
683,0.921884614
684,0.067417856
685,0.067417856
686,0.278270393
687,0.921884614
688,0.921884614
689,0.921884614
690,0.921884614
691,0.067417856
692,0.921884614
693,0.921884614
694,0.688741655
695,0.117895955
696,0.921884614
697,0.803573889
698,0.067417856
699,0.067417856
700,0.278270393
701,0.803573889
702,0.067417856
703,0.067417856
704,0.921884614
705,0.688741655
706,0.921884614
707,0.921884614
708,0.803573889
709,0.067417856
710,0.688741655
711,0.688741655
712,0.921884614
713,0.921884614
714,0.067417856
715,0.067417856
716,0.921884614
717,0.921884614
718,0.921884614
719,0.117895955
720,0.921884614
721,0.278270393
722,0.921884614
723,0.921884614
724,0.688741655
725,0.921884614
726,0.921884614
727,0.278270393
728,0.803573889
729,0.117895955
730,0.117895955
731,0.067417856
732,0.688741655
733,0.067417856
734,0.921884614
735,0.921884614
736,0.278270393
737,0.921884614
738,0.067417856
739,0.067417856
740,0.921884614
741,0.803573889
742,0.067417856
743,0.803573889
744,0.921884614
745,0.921884614
746,0.921884614
747,0.921884614
748,0.921884614
749,0.921884614
750,0.921884614
751,0.921884614
752,0.067417856
753,0.067417856
754,0.921884614
755,0.921884614
756,0.278270393
757,0.067417856
758,0.278270393
759,0.067417856
760,0.921884614
761,0.921884614
762,0.067417856
763,0.067417856
764,0.278270393
765,0.067417856
766,0.067417856
767,0.921884614
768,0.921884614
769,0.278270393
770,0.921884614
771,0.067417856
772,0.921884614
773,0.921884614
774,0.921884614
775,0.117895955
776,0.278270393
777,0.688741655
778,0.067417856
779,0.921884614
780,0.688741655
781,0.803573889
782,0.921884614
783,0.921884614
784,0.921884614
785,0.067417856
786,0.688741655
787,0.921884614
788,0.921884614
789,0.921884614
790,0.921884614
791,0.117895955
792,0.921884614
793,0.067417856
794,0.688741655
795,0.067417856
796,0.117895955
797,0.688741655
798,0.688741655
799,0.688741655
800,0.921884614
801,0.921884614
802,0.067417856
803,0.172559214
804,0.921884614
805,0.803573889
806,0.278270393
807,0.172559214
808,0.067417856
809,0.278270393
810,0.921884614
811,0.921884614
812,0.067417856
813,0.921884614
814,0.921884614
815,0.921884614
816,0.803573889
817,0.172559214
818,0.067417856
819,0.278270393
820,0.803573889
821,0.803573889
822,0.067417856
823,0.117895955
824,0.921884614
825,0.067417856
826,0.067417856
827,0.803573889
828,0.921884614
829,0.921884614
830,0.921884614
831,0.688741655
832,0.688741655
833,0.921884614
834,0.067417856
835,0.921884614
836,0.921884614
837,0.117895955
838,0.688741655
839,0.921884614
840,0.067417856
841,0.921884614
842,0.067417856
843,0.117895955
844,0.278270393
845,0.921884614
846,0.278270393
847,0.117895955
848,0.921884614
849,0.278270393
850,0.803573889
851,0.688741655
852,0.921884614
853,0.278270393
854,0.921884614
855,0.067417856
856,0.117895955
857,0.067417856
858,0.067417856
859,0.921884614
860,0.278270393
861,0.278270393
862,0.921884614
863,0.117895955
864,0.921884614
865,0.921884614
866,0.278270393
867,0.803573889
868,0.803573889
869,0.921884614
870,0.803573889
871,0.921884614
872,0.921884614
873,0.921884614
874,0.803573889
875,0.278270393
876,0.688741655
877,0.921884614
878,0.278270393
879,0.864560146
880,0.864560146
881,0.688741655
882,0.688741655
883,0.921884614
884,0.278270393
885,0.921884614
886,0.117895955
887,0.278270393
888,0.117895955
889,0.067417856
890,0.921884614
891,0.921884614
892,0.921884614
893,0.278270393
894,0.921884614
895,0.921884614
896,0.278270393
897,0.688741655
898,0.278270393
899,0.921884614
900,0.278270393
901,0.921884614
902,0.067417856
903,0.067417856
904,0.067417856
905,0.688741655
906,0.921884614
907,0.688741655
908,0.688741655
909,0.688741655
910,0.803573889
911,0.067417856
912,0.688741655
913,0.921884614
914,0.864560146
915,0.067417856
916,0.921884614
917,0.803573889
918,0.921884614
919,0.688741655
920,0.688741655
921,0.067417856
922,0.921884614
923,0.067417856
924,0.278270393
925,0.067417856
926,0.921884614
927,0.067417856
928,0.067417856
929,0.921884614
930,0.067417856
931,0.688741655
932,0.278270393
933,0.921884614
934,0.067417856
935,0.803573889
936,0.278270393
937,0.803573889
938,0.067417856
939,0.921884614
940,0.921884614
941,0.278270393
942,0.921884614
943,0.921884614
944,0.921884614
945,0.067417856
946,0.803573889
947,0.921884614
948,0.921884614
949,0.117895955
950,0.688741655
951,0.803573889
952,0.864560146
953,0.803573889
954,0.921884614
955,0.921884614
956,0.921884614
957,0.067417856
958,0.067417856
959,0.278270393
960,0.921884614
961,0.803573889
962,0.921884614
963,0.921884614
964,0.803573889
965,0.921884614
966,0.803573889
967,0.921884614
968,0.803573889
969,0.278270393
970,0.117895955
971,0.803573889
972,0.278270393
973,0.921884614
974,0.688741655
975,0.278270393
976,0.921884614
977,0.921884614
978,0.067417856
979,0.278270393
980,0.278270393
981,0.278270393
982,0.921884614
983,0.921884614
984,0.803573889
985,0.117895955
986,0.921884614
987,0.803573889
988,0.278270393
989,0.921884614
990,0.278270393
991,0.921884614
992,0.864560146
993,0.688741655
994,0.921884614
995,0.688741655
996,0.688741655
997,0.688741655
998,0.921884614
999,0.278270393
1000,0.921884614
1001,0.921884614
1002,0.803573889
1003,0.067417856
1004,0.278270393
1005,0.688741655
1006,0.172559214
1007,0.803573889
1008,0.278270393
1009,0.921884614
1010,0.921884614
1011,0.067417856
1012,0.278270393
1013,0.921884614
1014,0.067417856
1015,0.921884614
1016,0.067417856
1017,0.278270393
1018,0.921884614
1019,0.921884614
1020,0.278270393
1021,0.921884614
1022,0.921884614
1023,0.688741655
1024,0.067417856
1025,0.117895955
1026,0.921884614
1027,0.067417856
1028,0.921884614
1029,0.921884614
1030,0.921884614
1031,0.688741655
1032,0.172559214
1033,0.803573889
1034,0.067417856
1035,0.921884614
1036,0.688741655
1037,0.921884614
1038,0.921884614
1039,0.921884614
1040,0.803573889
1041,0.803573889
1042,0.067417856
1043,0.921884614
1044,0.921884614
1045,0.117895955
1046,0.921884614
1047,0.067417856
1048,0.864560146
1049,0.067417856
1050,0.921884614
1051,0.688741655
1052,0.117895955
1053,0.921884614
1054,0.921884614
1055,0.067417856
1056,0.921884614
1057,0.921884614
1058,0.921884614
1059,0.688741655
1060,0.067417856
1061,0.921884614
1062,0.921884614
1063,0.688741655
1064,0.278270393
1065,0.921884614
1066,0.067417856
1067,0.688741655
1068,0.067417856
1069,0.067417856
1070,0.067417856
1071,0.803573889
1072,0.803573889
1073,0.688741655
1074,0.278270393
1075,0.803573889
1076,0.067417856
1077,0.921884614
1078,0.803573889
1079,0.688741655
1080,0.172559214
1081,0.864560146
1082,0.117895955
1083,0.864560146
1084,0.688741655
1085,0.278270393
1086,0.067417856
1087,0.688741655
1088,0.921884614
1089,0.803573889
1090,0.067417856
1091,0.278270393
1092,0.067417856
1093,0.688741655
1094,0.921884614
1095,0.688741655
1096,0.803573889
1097,0.278270393
1098,0.278270393
1099,0.921884614
1100,0.921884614
1101,0.278270393
1102,0.921884614
1103,0.803573889
1104,0.921884614
1105,0.921884614
1106,0.688741655
1107,0.921884614
1108,0.921884614
1109,0.117895955
1110,0.688741655
1111,0.067417856
1112,0.864560146
1113,0.278270393
1114,0.921884614
1115,0.921884614
1116,0.921884614
1117,0.921884614
1118,0.921884614
1119,0.921884614
1120,0.067417856
1121,0.688741655
1122,0.921884614
1123,0.921884614
1124,0.921884614
1125,0.921884614
1126,0.921884614
1127,0.067417856
1128,0.921884614
1129,0.803573889
1130,0.067417856
1131,0.067417856
1132,0.921884614
1133,0.117895955
1134,0.688741655
1135,0.921884614
1136,0.921884614
1137,0.921884614
1138,0.921884614
1139,0.067417856
1140,0.278270393
1141,0.921884614
1142,0.921884614
1143,0.278270393
1144,0.067417856
1145,0.921884614
1146,0.688741655
1147,0.921884614
1148,0.172559214
1149,0.067417856
1150,0.921884614
1151,0.803573889
1152,0.688741655
1153,0.278270393
1154,0.864560146
1155,0.688741655
1156,0.688741655
1157,0.921884614
1158,0.688741655
1159,0.803573889
1160,0.278270393
1161,0.278270393
1162,0.278270393
1163,0.921884614
1164,0.803573889
1165,0.067417856
1166,0.278270393
1167,0.921884614
1168,0.803573889
1169,0.921884614
1170,0.921884614
1171,0.803573889
1172,0.921884614
1173,0.688741655
1174,0.278270393
1175,0.921884614
1176,0.067417856
1177,0.803573889
1178,0.803573889
1179,0.921884614
1180,0.278270393
1181,0.921884614
1182,0.803573889
1183,0.067417856
1184,0.172559214
1185,0.921884614
1186,0.921884614
1187,0.921884614
1188,0.803573889
1189,0.921884614
1190,0.067417856
1191,0.921884614
1192,0.803573889
1193,0.688741655
1194,0.921884614
1195,0.688741655
1196,0.067417856
1197,0.921884614
1198,0.067417856
1199,0.921884614
1200,0.921884614
1201,0.278270393
1202,0.803573889
1203,0.688741655
1204,0.921884614
1205,0.067417856
1206,0.117895955
1207,0.278270393
1208,0.688741655
1209,0.067417856
1210,0.067417856
1211,0.921884614
1212,0.067417856
1213,0.688741655
1214,0.278270393
1215,0.921884614
1216,0.067417856
1217,0.688741655
1218,0.921884614
1219,0.067417856
1220,0.278270393
1221,0.921884614
1222,0.117895955
1223,0.067417856
1224,0.921884614
1225,0.921884614
1226,0.921884614
1227,0.921884614
1228,0.921884614
1229,0.067417856
1230,0.921884614
1231,0.921884614
1232,0.688741655
1233,0.117895955
1234,0.117895955
1235,0.921884614
1236,0.921884614
1237,0.921884614
1238,0.067417856
1239,0.117895955
1240,0.803573889
1241,0.278270393
1242,0.688741655
1243,0.117895955
1244,0.921884614
1245,0.803573889
1246,0.921884614
1247,0.067417856
1248,0.278270393
1249,0.921884614
1250,0.921884614
1251,0.921884614
1252,0.688741655
1253,0.067417856
1254,0.803573889
1255,0.921884614
1256,0.921884614
1257,0.067417856
1258,0.803573889
1259,0.921884614
1260,0.688741655
1261,0.688741655
1262,0.921884614
1263,0.921884614
1264,0.921884614
1265,0.067417856
1266,0.921884614
1267,0.921884614
1268,0.921884614
1269,0.921884614
1270,0.688741655
1271,0.921884614
1272,0.921884614
1273,0.688741655
1274,0.921884614
1275,0.688741655
1276,0.688741655
1277,0.921884614
1278,0.921884614
1279,0.117895955
1280,0.803573889
1281,0.803573889
1282,0.921884614
1283,0.117895955
1284,0.921884614
1285,0.921884614
1286,0.864560146
1287,0.688741655
1288,0.067417856
1289,0.172559214
1290,0.921884614
1291,0.278270393
1292,0.067417856
1293,0.921884614
1294,0.278270393
1295,0.803573889
1296,0.688741655
1297,0.688741655
1298,0.921884614
1299,0.803573889
1300,0.921884614
1301,0.688741655
1302,0.803573889
1303,0.921884614
1304,0.921884614
1305,0.921884614
1306,0.067417856
1307,0.921884614
1308,0.864560146
1309,0.921884614
1310,0.803573889
1311,0.688741655
1312,0.921884614
1313,0.921884614
1314,0.172559214
1315,0.921884614
1316,0.921884614
1317,0.067417856
1318,0.067417856
1319,0.172559214
1320,0.921884614
1321,0.688741655
1322,0.921884614
1323,0.921884614
1324,0.278270393
1325,0.803573889
1326,0.803573889
1327,0.067417856
1328,0.067417856
1329,0.688741655
1330,0.921884614
1331,0.278270393
1332,0.117895955
1333,0.921884614
1334,0.278270393
1335,0.688741655
1336,0.067417856
1337,0.688741655
1338,0.688741655
1339,0.921884614
1340,0.278270393
1341,0.067417856
1342,0.067417856
1343,0.803573889
1344,0.688741655
1345,0.921884614
1346,0.921884614
1347,0.921884614
1348,0.803573889
1349,0.688741655
1350,0.278270393
1351,0.921884614
1352,0.067417856
1353,0.067417856
1354,0.803573889
1355,0.921884614
1356,0.688741655
1357,0.921884614
1358,0.117895955
1359,0.921884614
1360,0.921884614
1361,0.921884614
1362,0.921884614
1363,0.921884614
1364,0.067417856
1365,0.688741655
1366,0.921884614
1367,0.688741655
1368,0.921884614
1369,0.921884614
1370,0.921884614
1371,0.117895955
1372,0.278270393
1373,0.688741655
1374,0.921884614
1375,0.067417856
1376,0.278270393
1377,0.921884614
1378,0.921884614
1379,0.803573889
1380,0.921884614
1381,0.803573889
1382,0.921884614
1383,0.067417856
1384,0.278270393
1385,0.688741655
1386,0.688741655
1387,0.921884614
1388,0.067417856
1389,0.921884614
1390,0.921884614
1391,0.067417856
1392,0.278270393
1393,0.921884614
1394,0.067417856
1395,0.067417856
1396,0.688741655
1397,0.688741655
1398,0.921884614
1399,0.921884614
1400,0.688741655
1401,0.117895955
1402,0.921884614
1403,0.921884614
1404,0.688741655
1405,0.921884614
1406,0.278270393
1407,0.067417856
1408,0.864560146
1409,0.688741655
1410,0.803573889
1411,0.803573889
1412,0.067417856
1413,0.067417856
1414,0.067417856
1415,0.921884614
1416,0.921884614
1417,0.688741655
1418,0.067417856
1419,0.278270393
1420,0.688741655
1421,0.864560146
1422,0.067417856
1423,0.921884614
1424,0.921884614
1425,0.172559214
1426,0.803573889
1427,0.067417856
1428,0.921884614
1429,0.067417856
1430,0.921884614
1431,0.117895955
1432,0.803573889
1433,0.921884614
1434,0.688741655
1435,0.117895955
1436,0.921884614
1437,0.921884614
1438,0.278270393
1439,0.921884614
1440,0.688741655
1441,0.921884614
1442,0.172559214
1443,0.688741655
1444,0.921884614
1445,0.921884614
1446,0.067417856
1447,0.803573889
1448,0.921884614
1449,0.067417856
1450,0.067417856
1451,0.921884614
1452,0.067417856
1453,0.803573889
1454,0.278270393
1455,0.803573889
1456,0.803573889
1457,0.921884614
1458,0.278270393
1459,0.921884614
1460,0.278270393
1461,0.172559214
1462,0.921884614
1463,0.864560146
1464,0.278270393
1465,0.921884614
1466,0.067417856
1467,0.921884614
1468,0.803573889
1469,0.921884614
1470,0.067417856
1471,0.921884614
1472,0.067417856
1473,0.921884614
1474,0.921884614
1475,0.067417856
1476,0.921884614
1477,0.921884614
1478,0.278270393
1479,0.921884614
1480,0.803573889
1481,0.067417856
1482,0.803573889
1483,0.278270393
1484,0.921884614
1485,0.278270393
1486,0.067417856
1487,0.921884614
1488,0.921884614
1489,0.688741655
1490,0.921884614
1491,0.921884614
1492,0.688741655
1493,0.278270393
1494,0.688741655
1495,0.921884614
1496,0.688741655
1497,0.921884614
1498,0.067417856
1499,0.067417856
1500,0.921884614
1501,0.921884614
1502,0.921884614
1503,0.067417856
1504,0.864560146
1505,0.921884614
1506,0.172559214
1507,0.921884614
1508,0.921884614
1509,0.921884614
1510,0.921884614
1511,0.278270393
1512,0.067417856
1513,0.278270393
1514,0.278270393
1515,0.921884614
1516,0.278270393
1517,0.921884614
1518,0.921884614
1519,0.688741655
1520,0.921884614
1521,0.067417856
1522,0.278270393
1523,0.921884614
1524,0.067417856
1525,0.278270393
1526,0.921884614
1527,0.921884614
1528,0.688741655
1529,0.278270393
1530,0.921884614
1531,0.067417856
1532,0.921884614
1533,0.688741655
1534,0.067417856
1535,0.278270393
1536,0.803573889
1537,0.067417856
1538,0.278270393
1539,0.921884614
1540,0.067417856
1541,0.803573889
1542,0.921884614
1543,0.921884614
1544,0.921884614
1545,0.921884614
1546,0.067417856
1547,0.921884614
1548,0.803573889
1549,0.688741655
1550,0.803573889
1551,0.688741655
1552,0.278270393
1553,0.921884614
1554,0.688741655
1555,0.864560146
1556,0.921884614
1557,0.921884614
1558,0.067417856
1559,0.921884614
1560,0.803573889
1561,0.172559214
1562,0.067417856
1563,0.688741655
1564,0.921884614
1565,0.921884614
1566,0.921884614
1567,0.067417856
1568,0.067417856
1569,0.278270393
1570,0.921884614
1571,0.688741655
1572,0.278270393
1573,0.803573889
1574,0.921884614
1575,0.117895955
1576,0.688741655
1577,0.921884614
1578,0.921884614
1579,0.278270393
1580,0.688741655
1581,0.921884614
1582,0.688741655
1583,0.067417856
1584,0.921884614
1585,0.067417856
1586,0.921884614
1587,0.688741655
1588,0.278270393
1589,0.067417856
1590,0.803573889
1591,0.921884614
1592,0.921884614
1593,0.278270393
1594,0.688741655
1595,0.067417856
1596,0.067417856
1597,0.921884614
1598,0.067417856
1599,0.921884614
1600,0.117895955
1601,0.921884614
1602,0.921884614
1603,0.921884614
1604,0.921884614
1605,0.278270393
1606,0.921884614
1607,0.803573889
1608,0.921884614
1609,0.921884614
1610,0.803573889
1611,0.921884614
1612,0.921884614
1613,0.921884614
1614,0.172559214
1615,0.921884614
1616,0.921884614
1617,0.688741655
1618,0.803573889
1619,0.921884614
1620,0.921884614
1621,0.921884614
1622,0.921884614
1623,0.921884614
1624,0.067417856
1625,0.278270393
1626,0.278270393
1627,0.921884614
1628,0.921884614
1629,0.921884614
1630,0.067417856
1631,0.067417856
1632,0.067417856
1633,0.067417856
1634,0.067417856
1635,0.278270393
1636,0.688741655
1637,0.067417856
1638,0.067417856
1639,0.278270393
1640,0.172559214
1641,0.921884614
1642,0.067417856
1643,0.067417856
1644,0.067417856
1645,0.688741655
1646,0.921884614
1647,0.688741655
1648,0.688741655
1649,0.921884614
1650,0.067417856
1651,0.067417856
1652,0.921884614
1653,0.067417856
1654,0.921884614
1655,0.117895955
1656,0.067417856
1657,0.803573889
1658,0.864560146
1659,0.921884614
1660,0.921884614
1661,0.278270393
1662,0.688741655
1663,0.921884614
1664,0.278270393
1665,0.067417856
1666,0.921884614
1667,0.067417856
1668,0.688741655
1669,0.688741655
1670,0.117895955
1671,0.921884614
1672,0.921884614
1673,0.803573889
1674,0.921884614
1675,0.921884614
1676,0.278270393
1677,0.921884614
1678,0.921884614
1679,0.864560146
1680,0.688741655
1681,0.921884614
1682,0.278270393
1683,0.067417856
1684,0.921884614
1685,0.067417856
1686,0.278270393
1687,0.688741655
1688,0.117895955
1689,0.803573889
1690,0.864560146
1691,0.921884614
1692,0.067417856
1693,0.921884614
1694,0.921884614
1695,0.067417856
1696,0.688741655
1697,0.688741655
1698,0.067417856
1699,0.921884614
1700,0.921884614
1701,0.067417856
1702,0.688741655
1703,0.921884614
1704,0.117895955
1705,0.921884614
1706,0.688741655
1707,0.278270393
1708,0.803573889
1709,0.688741655
1710,0.278270393
1711,0.921884614
1712,0.688741655
1713,0.921884614
1714,0.864560146
1715,0.067417856
1716,0.688741655
